game_id,home_team_id,away_team_id,prediction,winner,date
0012400061,1610612754,1610612766,0,0,10-17-2024
0012400062,1610612742,1610612749,0,0,10-17-2024
0012400072,1610612750,1610612743,0,1,10-17-2024
0012400064,1610612760,1610612737,0,0,10-17-2024
0012400063,1610612745,1610612759,0,0,10-17-2024
0012400065,1610612756,1610612747,0,1,10-17-2024
0012400066,1610612746,1610612758,0,0,10-17-2024
